3Putts_AVG,Driver_Distance_AVG,Fairway%,GIR%,GIR_RELATIVE/PAR,GIR_off_Fairway%,GIR_on_Fairway%,PLAYER,PLAYER_ID,Par3_AVG,Par4_AVG,Par5_AVG,Putting_AVG,Putting_Birdie_Conversions,Putts_Overall_AVG,REMOVE10a,REMOVE10b,REMOVE10c,REMOVE10d,REMOVE11a,REMOVE11b,REMOVE11c,REMOVE11d,REMOVE12a,REMOVE12b,REMOVE12c,REMOVE12d,REMOVE12e,REMOVE13a,REMOVE13b,REMOVE13c,REMOVE13d,REMOVE13e,REMOVE14a,REMOVE14b,REMOVE14c,REMOVE14d,REMOVE15a,REMOVE15b,REMOVE15c,REMOVE15d,REMOVE16a,REMOVE16b,REMOVE16c,REMOVE16d,REMOVE17a,REMOVE17b,REMOVE17c,REMOVE17d,REMOVE18a,REMOVE18b,REMOVE18c,REMOVE18d,REMOVE19a,REMOVE19b,REMOVE19c,REMOVE19d,REMOVE1a,REMOVE1b,REMOVE1c,REMOVE1d,REMOVE20a,REMOVE20b,REMOVE20c,REMOVE20d,REMOVE21a,REMOVE21b,REMOVE21c,REMOVE21d,REMOVE21e,REMOVE21f,REMOVE2a,REMOVE2b,REMOVE2c,REMOVE2d,REMOVE3a,REMOVE3b,REMOVE3c,REMOVE3d,REMOVE4a,REMOVE4b,REMOVE4c,REMOVE4d,REMOVE5a,REMOVE5b,REMOVE5c,REMOVE5d,REMOVE6a,REMOVE6b,REMOVE6c,REMOVE6d,REMOVE7a,REMOVE7b,REMOVE7c,REMOVE7d,REMOVE8a,REMOVE8b,REMOVE8c,REMOVE8d,REMOVE9a,REMOVE9b,REMOVE9c,REMOVE9d,SG_APP_AVG,SG_ARG_AVG,SG_DRIVE_AVG,SG_PUTTING_AVG,SG_TOTAL_AVG,Scrambling%,Scrambling_Rough%,Scrambling_Sand%,Strokes_Adj_AVG,Total_Putts_AVG
0.73,309.4,60.84%,68.52%,-0.31,60.38%,75.74%,Rico Hoey,51696,3.08,4.01,4.48,1.758,32.31%,1.626,5.0,2.0,798.0,178.0,88.0,0.0,1041.0,592.0,134.0,-1.0,1405.0,48.0,25.0,86.0,-1.0,3568.0,52.636,51.0,63.0,-1.0,70.0,117.0,154.0,-1.0,17.0,39.0,102.0,3.0,161.0,272.0,79.0,-1.0,4.902,39.0,130.0,-1.0,-5.115,39.0,9.0,0.0,25.541,39.0,5.0,1.0,35.0,48.0,158.0,0.0,-17.327,39.0,82.0,0.0,8.004,25.329,-17.327,39.0,83.0,2.0,404.0,664.0,20.0,1.0,29700.0,96.0,8.0,0.0,157.0,260.0,102.0,1.0,306.0,404.0,30.0,4.0,592.0,864.0,134.0,-1.0,1405.0,864.0,125.0,-2.0,652.0,212.0,64.0,7.0,2118.0,528.0,0.126,-0.131,0.655,-0.444,0.205,59.19%,59.83%,43.59%,70.993,29.27
0.4,312.9,53.39%,65.41%,-0.37,53.20%,79.44%,Wyndham Clark,51766,3.0,4.0,4.55,1.702,36.76%,1.581,53.0,-24.0,846.0,186.0,2.0,0.0,1062.0,624.0,28.0,2.0,1508.0,53.0,23.0,32.0,-13.0,3974.0,41.703,57.0,167.0,-1.0,39.0,78.0,56.0,-1.0,35.0,62.0,141.0,-13.0,187.0,330.0,73.0,-1.0,8.02,48.0,78.0,0.0,2.611,48.0,26.0,0.0,18.555,48.0,124.0,6.0,21.0,53.0,16.0,0.0,24.577,48.0,12.0,0.0,53.777,29.201,24.577,48.0,164.0,-3.0,394.0,738.0,7.0,-1.0,33167.0,106.0,78.0,-12.0,183.0,344.0,27.0,-10.0,313.0,394.0,107.0,-20.0,624.0,954.0,29.0,1.0,1508.0,954.0,17.0,4.0,696.0,232.0,45.0,-28.0,2432.0,608.0,0.167,0.054,0.387,0.512,1.12,56.67%,50.00%,56.45%,70.451,28.45
0.56,292.2,64.80%,69.55%,-0.21,60.32%,76.51%,Greyson Sigg,51890,3.0,4.03,4.63,1.822,24.27%,1.665,119.0,7.0,842.0,182.0,176.0,-1.0,1186.0,651.0,175.0,-1.0,1558.0,52.0,23.0,77.0,3.0,3926.0,44.632,56.0,8.0,-1.0,64.0,95.0,145.0,-1.0,30.0,65.0,31.0,0.0,181.0,285.0,12.0,0.0,25.821,47.0,71.0,0.0,3.996,47.0,132.0,-1.0,-8.304,47.0,38.0,1.0,29.0,52.0,172.0,-1.0,-29.182,47.0,125.0,-1.0,-7.668,21.512,-29.182,47.0,37.0,0.0,464.0,716.0,148.0,-2.0,30387.0,104.0,9.0,0.0,152.0,252.0,85.0,-1.0,355.0,464.0,14.0,1.0,651.0,936.0,175.0,-1.0,1558.0,936.0,17.0,4.0,707.0,236.0,105.0,5.0,2377.0,590.0,0.549,0.085,-0.177,-0.621,-0.163,63.51%,67.37%,46.15%,70.904,29.96
0.36,302.8,51.38%,63.10%,-0.3,52.84%,76.85%,Vince Whaley,51894,3.09,3.98,4.64,1.744,31.51%,1.586,133.0,12.0,752.0,162.0,45.0,5.0,832.0,477.0,40.0,6.0,1199.0,42.0,20.0,141.0,-2.0,3230.0,58.191,46.0,111.0,-1.0,62.0,110.0,111.0,-1.0,27.0,53.0,60.0,6.0,171.0,279.0,146.0,-1.0,-11.611,33.0,46.0,0.0,6.603,33.0,171.0,-1.0,-18.785,33.0,146.0,1.0,15.0,42.0,70.0,0.0,4.447,33.0,154.0,-1.0,-19.343,-23.792,4.447,33.0,172.0,-1.0,298.0,580.0,56.0,1.0,25134.0,83.0,86.0,6.0,149.0,282.0,79.0,1.0,229.0,298.0,151.0,2.0,477.0,756.0,40.0,6.0,1199.0,756.0,130.0,3.0,593.0,192.0,13.0,4.0,1885.0,474.0,-0.352,0.2,-0.569,0.135,-0.586,61.29%,56.36%,50.94%,71.482,28.55
0.47,310.0,57.48%,66.46%,-0.3,54.19%,77.80%,Max Greyserman,51977,3.03,4.01,4.53,1.746,32.49%,1.594,35.0,9.0,842.0,186.0,48.0,8.0,1107.0,634.0,55.0,2.0,1521.0,53.0,24.0,38.0,-1.0,3973.0,47.363,57.0,86.0,-1.0,71.0,123.0,123.0,-1.0,26.0,53.0,85.0,5.0,192.0,320.0,99.0,-1.0,0.892,44.0,107.0,0.0,-1.994,44.0,77.0,0.0,5.234,44.0,76.0,0.0,25.0,53.0,33.0,0.0,14.861,44.0,56.0,0.0,18.996,4.134,14.861,44.0,129.0,-2.0,419.0,729.0,14.0,0.0,32545.0,105.0,62.0,8.0,168.0,310.0,60.0,0.0,326.0,419.0,70.0,10.0,634.0,954.0,54.0,2.0,1521.0,954.0,58.0,3.0,730.0,241.0,64.0,7.0,2401.0,599.0,0.02,-0.045,0.119,0.338,0.432,60.00%,57.72%,49.06%,70.533,28.7
0.3,299.6,57.29%,69.35%,-0.31,58.23%,78.18%,Andrew Novak,51997,2.97,3.99,4.59,1.732,32.18%,1.599,90.0,7.0,881.0,192.0,29.0,2.0,1211.0,699.0,71.0,-1.0,1612.0,56.0,25.0,28.0,1.0,4095.0,59.303,59.0,69.0,-1.0,64.0,108.0,17.0,0.0,32.0,51.0,40.0,2.0,194.0,309.0,29.0,0.0,21.022,55.0,53.0,0.0,8.467,55.0,79.0,0.0,6.204,55.0,167.0,-1.0,17.0,56.0,60.0,0.0,9.616,55.0,23.0,0.0,45.31,35.693,9.616,55.0,133.0,0.0,440.0,768.0,86.0,3.0,33552.0,112.0,17.0,2.0,191.0,328.0,52.0,-1.0,344.0,440.0,17.0,1.0,699.0,1008.0,70.0,0.0,1612.0,1008.0,3.0,1.0,749.0,252.0,24.0,11.0,2465.0,618.0,0.382,0.154,0.113,0.175,0.824,62.78%,59.26%,62.75%,70.412,28.79
0.35,303.0,57.14%,66.39%,-0.3,54.24%,77.12%,Robert MacIntyre,52215,3.03,3.99,4.56,1.759,31.52%,1.597,63.0,-42.0,884.0,194.0,91.0,7.0,1261.0,717.0,64.0,14.0,1725.0,60.0,24.0,18.0,0.0,4380.0,48.02,63.0,29.0,-1.0,77.0,122.0,24.0,0.0,45.0,74.0,30.0,-6.0,231.0,363.0,104.0,-1.0,0.468,51.0,52.0,0.0,8.339,51.0,36.0,0.0,17.146,51.0,153.0,-15.0,21.0,60.0,51.0,0.0,13.654,51.0,29.0,0.0,39.606,25.952,13.654,51.0,135.0,-10.0,472.0,826.0,55.0,-3.0,36365.0,120.0,61.0,-14.0,192.0,354.0,74.0,-20.0,364.0,472.0,72.0,-22.0,717.0,1080.0,63.0,13.0,1725.0,1080.0,58.0,-8.0,807.0,266.0,24.0,-7.0,2689.0,674.0,0.009,0.164,0.336,0.268,0.777,63.64%,63.11%,60.81%,70.286,28.75
0.47,319.9,55.39%,66.01%,-0.28,60.39%,73.93%,Cameron Champ,52372,3.1,4.08,4.5,1.797,29.03%,1.642,13.0,3.0,576.0,128.0,154.0,1.0,726.0,404.0,159.0,-1.0,1005.0,34.0,26.0,156.0,-1.0,2615.0,37.983,37.0,175.0,-1.0,35.0,72.0,175.0,-1.0,18.0,48.0,151.0,-1.0,117.0,208.0,178.0,-1.0,-32.411,31.0,176.0,-1.0,-17.99,31.0,3.0,0.0,27.36,31.0,76.0,0.0,16.0,34.0,41.0,0.0,9.73,31.0,146.0,-1.0,-13.307,-23.039,9.73,31.0,149.0,-1.0,257.0,464.0,1.0,0.0,21756.0,68.0,7.0,0.0,125.0,207.0,145.0,-2.0,190.0,257.0,90.0,5.0,404.0,612.0,158.0,-1.0,1005.0,612.0,148.0,-2.0,496.0,160.0,162.0,1.0,1543.0,378.0,-1.046,-0.58,0.883,0.314,-0.429,56.25%,48.61%,37.50%,71.702,29.56
0.58,295.4,62.09%,66.14%,-0.29,53.41%,75.49%,Brandon Wu,52374,3.09,4.04,4.54,1.767,31.64%,1.623,43.0,11.0,835.0,184.0,106.0,2.0,1115.0,631.0,130.0,1.0,1548.0,53.0,24.0,135.0,-2.0,3945.0,53.908,56.0,152.0,-1.0,58.0,109.0,70.0,-1.0,28.0,51.0,139.0,2.0,184.0,323.0,110.0,-1.0,-1.354,44.0,62.0,0.0,5.676,44.0,156.0,-1.0,-15.911,44.0,29.0,4.0,31.0,53.0,103.0,0.0,-0.713,44.0,134.0,-1.0,-12.301,-11.59,-0.713,44.0,67.0,2.0,457.0,736.0,125.0,-1.0,31022.0,105.0,74.0,6.0,149.0,279.0,107.0,3.0,345.0,457.0,84.0,8.0,631.0,954.0,130.0,1.0,1548.0,954.0,130.0,3.0,711.0,230.0,130.0,1.0,2399.0,594.0,-0.031,0.129,-0.362,-0.016,-0.28,56.97%,53.21%,54.90%,71.409,29.21
0.36,291.1,68.77%,69.50%,-0.27,52.19%,80.48%,Doug Ghim,52375,3.06,3.99,4.51,1.78,28.74%,1.631,20.0,1.0,847.0,188.0,139.0,1.0,1180.0,663.0,143.0,0.0,1556.0,53.0,24.0,36.0,-1.0,3900.0,47.571,56.0,148.0,-1.0,55.0,103.0,13.0,0.0,36.0,56.0,36.0,1.0,184.0,291.0,9.0,0.0,28.062,48.0,97.0,0.0,-0.492,48.0,41.0,0.0,15.7,48.0,146.0,1.0,19.0,53.0,128.0,-1.0,-8.369,48.0,33.0,0.0,34.917,43.284,-8.369,48.0,12.0,0.0,502.0,730.0,153.0,-2.0,30860.0,106.0,99.0,3.0,119.0,228.0,11.0,1.0,404.0,502.0,15.0,1.0,663.0,954.0,143.0,0.0,1556.0,954.0,99.0,0.0,723.0,236.0,24.0,11.0,2330.0,584.0,0.585,-0.01,0.327,-0.174,0.727,63.23%,53.40%,64.29%,70.492,29.36
0.58,309.2,54.20%,65.05%,-0.26,51.00%,78.45%,Nicolai Højgaard,52453,3.05,4.07,4.73,1.798,29.19%,1.645,173.0,0.0,871.0,184.0,157.0,-4.0,1158.0,644.0,162.0,-2.0,1629.0,55.0,25.0,122.0,-2.0,3921.0,2.508,55.0,157.0,-1.0,59.0,112.0,54.0,-1.0,25.0,44.0,159.0,-7.0,192.0,346.0,36.0,0.0,15.241,43.0,165.0,-1.0,-15.819,43.0,67.0,0.0,6.84,43.0,29.0,3.0,32.0,55.0,146.0,-1.0,-12.983,43.0,124.0,-1.0,-6.72,6.263,-12.983,43.0,160.0,2.0,413.0,762.0,23.0,-6.0,34011.0,110.0,117.0,-10.0,178.0,349.0,42.0,-12.0,324.0,413.0,115.0,-10.0,644.0,990.0,162.0,-2.0,1629.0,990.0,82.0,17.0,695.0,228.0,157.0,-7.0,2355.0,578.0,0.354,-0.368,0.159,-0.302,-0.156,55.49%,52.68%,56.82%,71.337,29.62
0.52,294.9,68.94%,67.84%,-0.29,52.47%,77.37%,Carson Young,52513,3.05,3.99,4.54,1.759,31.55%,1.616,43.0,11.0,844.0,186.0,91.0,0.0,1117.0,635.0,116.0,1.0,1513.0,52.0,24.0,68.0,-4.0,3906.0,58.902,56.0,116.0,-1.0,71.0,127.0,73.0,-1.0,24.0,44.0,116.0,1.0,175.0,301.0,70.0,-1.0,8.265,49.0,156.0,-1.0,-13.113,49.0,43.0,0.0,14.926,49.0,52.0,2.0,27.0,52.0,71.0,0.0,6.2,49.0,65.0,0.0,16.279,10.077,6.2,49.0,10.0,1.0,495.0,718.0,127.0,0.0,30673.0,104.0,91.0,6.0,117.0,223.0,66.0,2.0,383.0,495.0,44.0,2.0,635.0,936.0,113.0,1.0,1513.0,936.0,82.0,6.0,714.0,234.0,24.0,11.0,2348.0,588.0,0.169,-0.268,0.305,0.127,0.332,58.14%,55.91%,54.55%,70.802,29.1
0.46,300.4,60.20%,63.96%,-0.33,52.71%,71.99%,Trace Crowe,52514,3.05,3.98,4.66,1.73,35.38%,1.572,153.0,3.0,653.0,140.0,23.0,2.0,737.0,426.0,19.0,-1.0,1047.0,37.0,23.0,124.0,-2.0,2804.0,49.938,40.0,132.0,-1.0,54.0,99.0,154.0,-1.0,17.0,39.0,112.0,0.0,140.0,240.0,147.0,-1.0,-11.047,30.0,123.0,0.0,-3.163,30.0,73.0,0.0,4.157,30.0,84.0,-3.0,17.0,37.0,72.0,0.0,3.672,30.0,128.0,-1.0,-6.38,-10.053,3.672,30.0,97.0,5.0,307.0,510.0,76.0,2.0,21930.0,73.0,87.0,6.0,107.0,203.0,172.0,-1.0,221.0,307.0,135.0,5.0,426.0,666.0,19.0,-1.0,1047.0,666.0,82.0,6.0,513.0,168.0,13.0,4.0,1638.0,412.0,-0.368,-0.105,0.139,0.122,-0.213,58.33%,54.55%,43.59%,71.348,28.3
0.6,298.3,62.54%,65.74%,-0.3,49.19%,76.09%,Sami Valimaki,52666,3.0,4.04,4.65,1.754,31.98%,1.609,147.0,-21.0,781.0,168.0,74.0,9.0,996.0,568.0,99.0,16.0,1390.0,48.0,24.0,99.0,-3.0,3589.0,36.819,51.0,172.0,-1.0,56.0,113.0,115.0,-1.0,23.0,46.0,126.0,8.0,171.0,296.0,78.0,-1.0,5.872,45.0,132.0,-1.0,-6.141,45.0,64.0,0.0,7.341,45.0,25.0,2.0,29.0,48.0,100.0,0.0,-0.337,45.0,87.0,0.0,6.748,7.084,-0.337,45.0,61.0,-7.0,414.0,662.0,95.0,-1.0,28640.0,96.0,155.0,-33.0,122.0,248.0,94.0,-4.0,315.0,414.0,99.0,-40.0,568.0,864.0,99.0,15.0,1390.0,864.0,17.0,-6.0,641.0,214.0,130.0,1.0,2167.0,536.0,0.13,-0.136,0.163,-0.007,0.15,57.77%,49.56%,50.00%,71.094,28.96
0.41,308.0,63.08%,69.02%,-0.32,53.44%,79.85%,Ludvig Åberg,52955,3.0,3.96,4.56,1.749,33.06%,1.6,63.0,-9.0,894.0,196.0,58.0,-10.0,1282.0,733.0,72.0,-16.0,1699.0,59.0,23.0,6.0,0.0,4100.0,24.955,59.0,45.0,-1.0,68.0,111.0,23.0,0.0,30.0,49.0,28.0,-14.0,210.0,329.0,8.0,0.0,30.648,51.0,88.0,0.0,1.192,51.0,14.0,0.0,26.686,51.0,112.0,18.0,24.0,59.0,64.0,0.0,8.37,51.0,6.0,0.0,66.91,58.541,8.37,51.0,55.0,2.0,521.0,826.0,28.0,-1.0,36349.0,118.0,73.0,-4.0,163.0,305.0,19.0,2.0,416.0,521.0,22.0,-5.0,733.0,1062.0,72.0,-16.0,1699.0,1062.0,17.0,-6.0,709.0,236.0,3.0,0.0,2497.0,630.0,0.601,0.023,0.523,0.164,1.312,63.83%,61.26%,61.22%,69.914,28.8
0.31,308.2,54.82%,65.25%,-0.3,57.05%,74.68%,Garrick Higgo,54421,3.12,4.02,4.6,1.756,30.76%,1.606,101.0,5.0,819.0,178.0,77.0,1.0,1052.0,599.0,90.0,-1.0,1474.0,51.0,23.0,154.0,-1.0,3806.0,63.834,54.0,93.0,-2.0,76.0,132.0,124.0,-1.0,25.0,51.0,118.0,1.0,185.0,319.0,159.0,0.0,-18.027,44.0,136.0,0.0,-6.857,44.0,136.0,-2.0,-8.709,44.0,166.0,-1.0,16.0,51.0,55.0,0.0,8.535,44.0,153.0,-1.0,-25.057,-33.593,8.535,44.0,154.0,-2.0,387.0,706.0,26.0,1.0,31436.0,102.0,27.0,2.0,182.0,319.0,133.0,-4.0,289.0,387.0,111.0,6.0,599.0,918.0,92.0,-2.0,1474.0,918.0,162.0,1.0,698.0,224.0,87.0,2.0,2289.0,570.0,-0.41,-0.156,-0.198,0.194,-0.569,57.99%,57.58%,49.02%,71.664,28.9
0.47,307.9,60.65%,70.32%,-0.25,63.77%,78.37%,Patrick Fishburn,54576,3.04,4.03,4.5,1.809,28.13%,1.659,13.0,3.0,666.0,148.0,170.0,-1.0,870.0,481.0,170.0,-1.0,1135.0,38.0,24.0,131.0,-2.0,2875.0,51.838,41.0,2.0,0.0,58.0,82.0,151.0,-1.0,15.0,34.0,11.0,8.0,132.0,203.0,143.0,-1.0,-9.519,29.0,166.0,-1.0,-10.853,29.0,6.0,0.0,20.36,29.0,76.0,0.0,18.0,38.0,99.0,0.0,-0.025,29.0,107.0,-1.0,-0.035,-0.011,-0.025,29.0,88.0,1.0,319.0,526.0,29.0,1.0,23398.0,76.0,2.0,0.0,132.0,207.0,47.0,0.0,250.0,319.0,9.0,1.0,481.0,684.0,169.0,-1.0,1135.0,684.0,70.0,3.0,517.0,170.0,105.0,5.0,1692.0,420.0,-0.328,-0.374,0.702,-0.001,-0.001,65.02%,70.73%,44.12%,71.386,29.87
0.39,295.0,56.27%,67.69%,-0.3,54.57%,79.56%,Ben Griffin,54591,3.02,3.97,4.54,1.747,31.14%,1.588,43.0,1.0,1177.0,259.0,52.0,-7.0,1618.0,926.0,42.0,-9.0,2172.0,76.0,23.0,26.0,-3.0,5548.0,83.741,80.0,15.0,-1.0,97.0,149.0,77.0,-1.0,38.0,70.0,14.0,-3.0,287.0,442.0,61.0,-1.0,15.548,64.0,42.0,0.0,13.346,64.0,121.0,-1.0,-7.993,64.0,136.0,2.0,30.0,76.0,38.0,0.0,20.584,64.0,38.0,0.0,41.486,20.902,20.584,64.0,142.0,1.0,592.0,1052.0,126.0,0.0,44842.0,152.0,57.0,4.0,251.0,460.0,23.0,8.0,471.0,592.0,46.0,2.0,926.0,1368.0,42.0,-9.0,2172.0,1368.0,44.0,-8.0,1001.0,332.0,9.0,-6.0,3370.0,849.0,0.243,0.209,-0.125,0.322,0.648,64.93%,65.10%,54.29%,70.397,28.58
0.39,294.4,64.99%,65.26%,-0.26,47.09%,75.95%,Lee Hodges,54628,2.99,4.04,4.64,1.788,27.70%,1.609,133.0,12.0,1096.0,236.0,149.0,0.0,1407.0,787.0,101.0,0.0,1941.0,67.0,23.0,138.0,-2.0,4939.0,61.729,70.0,61.0,-1.0,93.0,155.0,34.0,0.0,41.0,69.0,51.0,3.0,259.0,419.0,46.0,-1.0,20.303,63.0,134.0,0.0,-9.634,63.0,139.0,-2.0,-13.531,63.0,136.0,-6.0,26.0,67.0,116.0,-1.0,-6.366,63.0,123.0,-1.0,-9.214,-2.847,-6.366,63.0,35.0,-2.0,607.0,934.0,129.0,0.0,39450.0,134.0,169.0,0.0,154.0,327.0,100.0,-4.0,461.0,607.0,110.0,5.0,787.0,1206.0,99.0,1.0,1941.0,1206.0,12.0,-1.0,850.0,284.0,130.0,1.0,2993.0,740.0,0.322,-0.153,-0.215,-0.101,-0.146,61.81%,60.00%,59.42%,71.439,28.97
0.44,293.1,58.74%,67.08%,-0.31,55.05%,80.09%,Dylan Wu,54783,3.07,3.99,4.56,1.741,33.23%,1.595,63.0,9.0,885.0,194.0,43.0,2.0,1135.0,652.0,55.0,2.0,1550.0,54.0,21.0,76.0,3.0,3985.0,56.265,57.0,60.0,-1.0,70.0,116.0,10.0,0.0,32.0,49.0,68.0,6.0,195.0,320.0,25.0,0.0,22.728,53.0,59.0,0.0,7.264,53.0,147.0,-2.0,-15.787,53.0,92.0,3.0,24.0,54.0,59.0,0.0,9.537,53.0,54.0,0.0,23.759,14.22,9.537,53.0,113.0,3.0,437.0,744.0,140.0,0.0,31654.0,108.0,50.0,6.0,169.0,307.0,17.0,1.0,350.0,437.0,54.0,1.0,652.0,972.0,57.0,2.0,1550.0,972.0,112.0,1.0,736.0,240.0,24.0,11.0,2364.0,592.0,0.429,0.137,-0.298,0.18,0.448,60.94%,60.34%,65.31%,70.899,28.7
0.52,298.1,65.66%,66.13%,-0.31,46.15%,78.54%,Tom Kim,55182,3.04,4.01,4.59,1.747,33.53%,1.602,90.0,-18.0,1092.0,238.0,52.0,-2.0,1518.0,869.0,79.0,-9.0,2105.0,73.0,23.0,52.0,-5.0,5329.0,43.321,76.0,107.0,-1.0,67.0,118.0,136.0,-1.0,42.0,88.0,119.0,-13.0,258.0,445.0,64.0,-1.0,14.047,66.0,72.0,0.0,5.308,66.0,60.0,0.0,11.437,66.0,52.0,2.0,38.0,73.0,98.0,0.0,0.283,66.0,50.0,0.0,31.075,30.794,0.283,66.0,26.0,-4.0,671.0,1022.0,98.0,5.0,43517.0,146.0,172.0,-1.0,162.0,351.0,41.0,0.0,527.0,671.0,85.0,-13.0,869.0,1314.0,79.0,-9.0,2105.0,1314.0,70.0,-9.0,925.0,304.0,64.0,-14.0,3312.0,826.0,0.213,0.08,0.173,0.004,0.471,57.98%,56.78%,47.73%,70.688,28.84
0.77,309.9,58.42%,62.50%,-0.26,50.79%,74.01%,Carl Yuan,55454,3.1,4.06,4.63,1.784,29.07%,1.598,119.0,7.0,746.0,161.0,146.0,-1.0,883.0,495.0,69.0,0.0,1266.0,44.0,22.0,163.0,-1.0,3337.0,44.75,47.0,95.0,-1.0,75.0,131.0,4.0,0.0,32.0,46.0,73.0,6.0,180.0,297.0,125.0,-1.0,-6.927,41.0,96.0,0.0,-0.334,41.0,28.0,0.0,14.956,41.0,3.0,0.0,34.0,44.0,177.0,-1.0,-31.738,41.0,154.0,-1.0,-24.04,7.695,-31.738,41.0,117.0,1.0,354.0,606.0,17.0,0.0,27270.0,88.0,122.0,10.0,128.0,252.0,144.0,-3.0,262.0,354.0,161.0,0.0,495.0,792.0,67.0,0.0,1266.0,792.0,148.0,-2.0,613.0,198.0,150.0,0.0,1978.0,487.0,-0.169,-0.008,0.365,-0.774,-0.586,60.61%,57.25%,69.57%,71.952,28.77
0.55,296.7,65.11%,65.90%,-0.26,48.99%,78.74%,Hayden Buckley,55708,3.12,4.02,4.59,1.775,29.47%,1.609,90.0,7.0,827.0,180.0,127.0,2.0,1074.0,605.0,99.0,1.0,1477.0,51.0,23.0,158.0,-1.0,3814.0,58.839,54.0,135.0,-1.0,64.0,118.0,147.0,-1.0,22.0,49.0,82.0,6.0,188.0,313.0,155.0,-1.0,-18.222,47.0,121.0,0.0,-4.337,47.0,80.0,0.0,5.104,47.0,43.0,1.0,28.0,51.0,92.0,0.0,1.656,47.0,139.0,-1.0,-15.797,-17.454,1.656,47.0,32.0,-2.0,461.0,708.0,113.0,3.0,30259.0,102.0,156.0,4.0,121.0,247.0,36.0,1.0,363.0,461.0,96.0,4.0,605.0,918.0,99.0,1.0,1477.0,918.0,162.0,1.0,693.0,222.0,87.0,2.0,2294.0,570.0,-0.388,-0.092,0.109,0.035,-0.336,60.06%,54.24%,44.90%,71.719,28.96
0.28,291.5,47.03%,60.40%,-0.31,48.42%,75.89%,Taylor Montgomery,55789,3.04,4.0,4.69,1.733,33.73%,1.541,161.0,3.0,689.0,147.0,30.0,2.0,735.0,424.0,2.0,0.0,1082.0,39.0,23.0,136.0,-2.0,3024.0,46.824,43.0,46.0,-1.0,60.0,98.0,33.0,0.0,25.0,42.0,24.0,5.0,178.0,278.0,153.0,-1.0,-14.07,37.0,48.0,0.0,7.128,37.0,176.0,-1.0,-33.576,37.0,170.0,-1.0,11.0,39.0,1.0,0.0,31.161,37.0,133.0,-1.0,-9.343,-40.504,31.161,37.0,178.0,-1.0,253.0,538.0,151.0,-2.0,22735.0,78.0,162.0,3.0,138.0,285.0,101.0,-3.0,192.0,253.0,175.0,0.0,424.0,702.0,2.0,0.0,1082.0,702.0,70.0,3.0,548.0,180.0,45.0,5.0,1787.0,447.0,-0.38,0.193,-0.907,0.842,-0.253,64.03%,61.22%,59.52%,71.415,27.74
0.44,307.1,57.48%,68.84%,-0.28,60.53%,78.70%,Sam Stevens,55893,3.0,4.01,4.52,1.762,30.51%,1.603,25.0,4.0,1022.0,226.0,99.0,0.0,1397.0,793.0,81.0,0.0,1847.0,64.0,22.0,47.0,1.0,4731.0,71.445,68.0,27.0,-1.0,91.0,143.0,126.0,-1.0,21.0,43.0,21.0,4.0,231.0,359.0,143.0,-1.0,-18.063,55.0,51.0,0.0,9.064,55.0,21.0,0.0,22.165,55.0,92.0,3.0,28.0,64.0,44.0,0.0,16.484,55.0,43.0,0.0,29.651,13.166,16.484,55.0,129.0,-2.0,507.0,882.0,32.0,0.0,39308.0,128.0,6.0,0.0,227.0,375.0,37.0,1.0,399.0,507.0,24.0,5.0,793.0,1152.0,80.0,0.0,1847.0,1152.0,17.0,4.0,857.0,286.0,64.0,7.0,2852.0,712.0,-0.328,0.165,0.403,0.3,0.539,64.35%,63.64%,48.84%,70.624,28.86
0.41,298.8,65.40%,66.18%,-0.31,53.05%,74.35%,Akshay Bhatia,56630,3.02,4.01,4.54,1.736,32.67%,1.588,43.0,-14.0,1036.0,228.0,36.0,-8.0,1406.0,810.0,43.0,-4.0,1944.0,68.0,21.0,14.0,-2.0,4960.0,23.414,71.0,52.0,-1.0,79.0,130.0,113.0,-1.0,33.0,65.0,59.0,-6.0,254.0,414.0,17.0,0.0,30.118,61.0,113.0,0.0,-3.847,61.0,40.0,0.0,20.019,61.0,112.0,18.0,28.0,68.0,27.0,0.0,23.314,61.0,10.0,0.0,69.605,46.289,23.314,61.0,29.0,1.0,620.0,948.0,93.0,1.0,40638.0,136.0,82.0,1.0,174.0,328.0,137.0,-3.0,461.0,620.0,80.0,2.0,810.0,1224.0,42.0,-5.0,1944.0,1224.0,44.0,-8.0,871.0,288.0,64.0,7.0,3053.0,762.0,0.494,-0.063,0.328,0.382,1.141,61.35%,60.77%,50.77%,70.189,28.59
