3Putts_AVG,Driver_Distance_AVG,Fairway%,GIR%,GIR_RELATIVE/PAR,GIR_off_Fairway%,GIR_on_Fairway%,PLAYER,PLAYER_ID,Par3_AVG,Par4_AVG,Par5_AVG,Putting_AVG,Putting_Birdie_Conversions,Putts_Overall_AVG,REMOVE10a,REMOVE10b,REMOVE10c,REMOVE10d,REMOVE11a,REMOVE11b,REMOVE11c,REMOVE11d,REMOVE12a,REMOVE12b,REMOVE12c,REMOVE12d,REMOVE12e,REMOVE13a,REMOVE13b,REMOVE13c,REMOVE13d,REMOVE13e,REMOVE14a,REMOVE14b,REMOVE14c,REMOVE14d,REMOVE15a,REMOVE15b,REMOVE15c,REMOVE15d,REMOVE16a,REMOVE16b,REMOVE16c,REMOVE16d,REMOVE17a,REMOVE17b,REMOVE17c,REMOVE17d,REMOVE18a,REMOVE18b,REMOVE18c,REMOVE18d,REMOVE19a,REMOVE19b,REMOVE19c,REMOVE19d,REMOVE1a,REMOVE1b,REMOVE1c,REMOVE1d,REMOVE20a,REMOVE20b,REMOVE20c,REMOVE20d,REMOVE21a,REMOVE21b,REMOVE21c,REMOVE21d,REMOVE21e,REMOVE21f,REMOVE2a,REMOVE2b,REMOVE2c,REMOVE2d,REMOVE3a,REMOVE3b,REMOVE3c,REMOVE3d,REMOVE4a,REMOVE4b,REMOVE4c,REMOVE4d,REMOVE5a,REMOVE5b,REMOVE5c,REMOVE5d,REMOVE6a,REMOVE6b,REMOVE6c,REMOVE6d,REMOVE7a,REMOVE7b,REMOVE7c,REMOVE7d,REMOVE8a,REMOVE8b,REMOVE8c,REMOVE8d,REMOVE9a,REMOVE9b,REMOVE9c,REMOVE9d,SG_APP_AVG,SG_ARG_AVG,SG_DRIVE_AVG,SG_PUTTING_AVG,SG_TOTAL_AVG,Scrambling%,Scrambling_Rough%,Scrambling_Sand%,Strokes_Adj_AVG,Total_Putts_AVG
0.79,305.1,59.35%,68.42%,-0.27,53.52%,79.74%,Rafael Campos,32070,3.09,4.03,4.59,1.793,30.47%,1.643,90.0,7.0,615.0,134.0,152.0,0.0,839.0,468.0,161.0,0.0,1124.0,38.0,25.0,149.0,-2.0,2682.0,37.148,38.0,72.0,-1.0,65.0,111.0,156.0,-1.0,10.0,23.0,133.0,3.0,124.0,216.0,106.0,-1.0,0.015,29.0,160.0,-1.0,-9.764,29.0,128.0,-1.0,-4.599,29.0,1.0,0.0,30.0,38.0,139.0,-1.0,-7.059,29.0,161.0,-1.0,-21.404,-14.348,-7.059,29.0,108.0,1.0,311.0,524.0,43.0,0.0,22879.0,75.0,72.0,7.0,114.0,213.0,22.0,-2.0,248.0,311.0,33.0,3.0,468.0,684.0,161.0,-1.0,1124.0,684.0,130.0,3.0,494.0,160.0,105.0,5.0,1573.0,390.0,0.001,-0.337,-0.159,-0.243,-0.738,57.41%,58.56%,43.48%,71.557,29.58
0.43,297.7,60.09%,63.08%,-0.27,48.35%,74.27%,Rickie Fowler,32102,3.04,4.1,4.64,1.772,29.85%,1.605,133.0,-7.0,1039.0,224.0,121.0,4.0,1308.0,738.0,87.0,-13.0,1878.0,65.0,24.0,166.0,0.0,4854.0,42.002,68.0,65.0,-1.0,64.0,107.0,74.0,-1.0,43.0,79.0,140.0,-29.0,245.0,432.0,135.0,-1.0,-16.558,56.0,110.0,0.0,-2.801,56.0,148.0,-2.0,-16.877,56.0,101.0,-20.0,28.0,65.0,110.0,-1.0,-2.39,56.0,158.0,-1.0,-38.61,-36.219,-2.39,56.0,99.0,1.0,548.0,912.0,102.0,-3.0,38698.0,130.0,164.0,-21.0,176.0,364.0,140.0,-1.0,407.0,548.0,154.0,-5.0,738.0,1170.0,87.0,-14.0,1878.0,1170.0,70.0,3.0,820.0,270.0,169.0,-1.0,2995.0,730.0,-0.296,-0.05,-0.301,-0.043,-0.689,56.71%,59.81%,54.43%,72.0,28.89
0.67,296.2,62.31%,65.97%,-0.28,57.26%,74.88%,Jorge Campillo,32367,3.04,4.02,4.59,1.774,30.28%,1.608,90.0,-11.0,716.0,156.0,125.0,0.0,1011.0,570.0,96.0,-4.0,1389.0,48.0,24.0,44.0,5.0,3360.0,29.163,48.0,20.0,-1.0,73.0,113.0,161.0,-1.0,18.0,43.0,42.0,-4.0,184.0,294.0,71.0,-1.0,6.393,38.0,11.0,0.0,15.027,38.0,109.0,0.0,-1.544,38.0,14.0,1.0,32.0,48.0,141.0,-1.0,-9.64,38.0,76.0,0.0,10.238,19.877,-9.64,38.0,65.0,0.0,410.0,658.0,117.0,-9.0,28141.0,95.0,26.0,-4.0,142.0,248.0,126.0,-15.0,307.0,410.0,92.0,-34.0,570.0,864.0,96.0,-6.0,1389.0,864.0,70.0,-59.0,626.0,206.0,87.0,2.0,2018.0,502.0,0.168,0.395,-0.041,-0.254,0.269,62.59%,64.60%,41.86%,70.608,28.94
0.46,292.7,66.13%,65.95%,-0.31,57.48%,72.38%,Troy Merritt,32640,3.02,4.0,4.6,1.744,32.76%,1.598,101.0,5.0,883.0,192.0,45.0,5.0,1118.0,641.0,67.0,0.0,1553.0,54.0,23.0,106.0,-1.0,3990.0,69.676,57.0,42.0,-1.0,77.0,125.0,141.0,-1.0,26.0,56.0,71.0,6.0,201.0,331.0,56.0,-1.0,11.828,45.0,66.0,0.0,5.256,45.0,130.0,-1.0,-7.456,45.0,84.0,-3.0,25.0,54.0,120.0,-1.0,-6.661,45.0,98.0,0.0,2.967,9.627,-6.661,45.0,23.0,1.0,496.0,750.0,144.0,0.0,31614.0,108.0,23.0,3.0,146.0,254.0,168.0,-2.0,359.0,496.0,93.0,3.0,641.0,972.0,67.0,0.0,1553.0,972.0,44.0,6.0,707.0,234.0,45.0,5.0,2400.0,600.0,0.263,0.117,-0.166,-0.148,0.066,60.73%,61.60%,46.43%,71.222,28.76
0.63,300.2,61.74%,72.22%,-0.3,60.89%,79.45%,Patton Kizzire,32757,3.09,3.96,4.57,1.757,32.32%,1.637,71.0,8.0,622.0,136.0,82.0,1.0,868.0,494.0,155.0,-1.0,1120.0,38.0,25.0,115.0,1.0,2861.0,60.873,41.0,130.0,-1.0,29.0,53.0,15.0,0.0,24.0,38.0,96.0,5.0,113.0,190.0,11.0,0.0,17.816,32.0,124.0,0.0,-3.462,32.0,108.0,0.0,-1.139,32.0,19.0,0.0,24.0,38.0,154.0,-1.0,-12.248,32.0,103.0,-1.0,0.968,13.216,-12.248,32.0,74.0,0.0,326.0,528.0,78.0,3.0,22518.0,75.0,4.0,0.0,123.0,202.0,26.0,1.0,259.0,326.0,3.0,1.0,494.0,684.0,155.0,-1.0,1120.0,684.0,130.0,3.0,519.0,168.0,3.0,0.0,1720.0,434.0,0.557,-0.108,-0.036,-0.383,0.03,59.47%,54.72%,63.16%,71.265,29.47
0.5,300.4,62.72%,64.25%,-0.28,49.58%,77.33%,K.H. Lee,32791,3.06,4.02,4.56,1.765,29.94%,1.597,63.0,9.0,738.0,162.0,103.0,2.0,939.0,532.0,63.0,0.0,1322.0,46.0,22.0,93.0,-4.0,3504.0,46.292,50.0,122.0,-1.0,54.0,97.0,44.0,0.0,36.0,62.0,49.0,3.0,184.0,296.0,141.0,-1.0,-13.045,41.0,60.0,0.0,5.564,41.0,93.0,0.0,1.55,41.0,62.0,0.0,23.0,46.0,87.0,0.0,2.181,41.0,117.0,-1.0,-3.748,-5.93,2.181,41.0,59.0,1.0,397.0,633.0,76.0,2.0,27633.0,92.0,150.0,2.0,117.0,236.0,69.0,1.0,307.0,397.0,131.0,4.0,532.0,828.0,63.0,0.0,1322.0,828.0,99.0,0.0,646.0,211.0,87.0,2.0,2120.0,527.0,-0.318,0.136,0.038,0.053,-0.091,62.16%,55.67%,58.06%,71.006,28.74
0.52,297.2,59.58%,65.94%,-0.28,54.34%,77.25%,Hideki Matsuyama,32839,3.02,3.99,4.58,1.772,29.94%,1.592,79.0,-7.0,926.0,202.0,121.0,-33.0,1283.0,724.0,53.0,-19.0,1748.0,61.0,22.0,21.0,-4.0,4269.0,19.851,61.0,6.0,-1.0,67.0,98.0,16.0,0.0,44.0,70.0,4.0,-2.0,254.0,374.0,31.0,0.0,18.609,51.0,1.0,0.0,41.75,51.0,39.0,0.0,16.798,51.0,52.0,6.0,32.0,61.0,137.0,-1.0,-11.749,51.0,7.0,0.0,65.42,77.17,-11.749,51.0,106.0,-5.0,510.0,856.0,108.0,4.0,36256.0,122.0,60.0,-3.0,188.0,346.0,70.0,3.0,394.0,510.0,94.0,-16.0,724.0,1098.0,52.0,-18.0,1748.0,1098.0,44.0,6.0,732.0,242.0,24.0,-7.0,2611.0,654.0,0.365,0.819,0.329,-0.23,1.283,67.91%,68.37%,62.86%,70.309,28.66
0.41,302.7,62.20%,66.20%,-0.3,50.48%,78.06%,Keegan Bradley,33141,3.1,4.03,4.59,1.748,32.29%,1.617,90.0,-26.0,862.0,188.0,56.0,-8.0,1229.0,703.0,116.0,-7.0,1717.0,59.0,24.0,70.0,-7.0,4165.0,12.689,59.0,105.0,-1.0,54.0,95.0,69.0,-1.0,39.0,71.0,165.0,-4.0,196.0,359.0,49.0,-1.0,15.566,51.0,100.0,0.0,-1.073,51.0,59.0,0.0,9.223,51.0,112.0,6.0,24.0,59.0,114.0,-1.0,-4.122,51.0,62.0,0.0,19.591,23.713,-4.122,51.0,66.0,1.0,515.0,828.0,57.0,3.0,35715.0,118.0,129.0,1.0,158.0,313.0,55.0,-12.0,402.0,515.0,79.0,-7.0,703.0,1062.0,117.0,-8.0,1717.0,1062.0,148.0,-2.0,726.0,234.0,105.0,-16.0,2577.0,640.0,0.305,-0.021,0.181,-0.081,0.384,54.60%,56.84%,54.93%,70.808,29.1
0.57,297.2,67.35%,66.96%,-0.29,52.34%,76.33%,Shane Lowry,33204,3.13,3.98,4.59,1.75,32.24%,1.62,90.0,7.0,862.0,188.0,63.0,6.0,1181.0,675.0,126.0,-1.0,1633.0,56.0,24.0,16.0,17.0,4141.0,4.537,59.0,89.0,-1.0,49.0,85.0,72.0,-1.0,29.0,53.0,128.0,-3.0,192.0,333.0,10.0,0.0,27.463,47.0,105.0,0.0,-1.622,47.0,46.0,0.0,12.979,47.0,33.0,-10.0,32.0,56.0,107.0,-1.0,-1.354,47.0,27.0,0.0,37.477,38.834,-1.354,47.0,16.0,0.0,528.0,784.0,108.0,-5.0,33284.0,112.0,94.0,5.0,134.0,256.0,89.0,23.0,403.0,528.0,57.0,12.0,675.0,1008.0,126.0,-1.0,1633.0,1008.0,166.0,3.0,738.0,236.0,13.0,4.0,2541.0,638.0,0.584,-0.035,0.276,-0.029,0.797,57.66%,57.65%,54.72%,70.263,29.16
0.42,296.0,61.44%,63.94%,-0.3,49.84%,75.05%,Adam Hadwin,33399,3.03,4.02,4.63,1.742,32.60%,1.583,119.0,-8.0,962.0,208.0,44.0,-7.0,1183.0,679.0,34.0,-10.0,1681.0,59.0,23.0,78.0,-3.0,4433.0,34.083,63.0,149.0,-1.0,56.0,105.0,67.0,-1.0,41.0,74.0,127.0,-13.0,221.0,383.0,77.0,-1.0,7.188,52.0,82.0,0.0,2.52,52.0,104.0,0.0,-0.341,52.0,109.0,9.0,25.0,59.0,82.0,0.0,3.651,52.0,79.0,0.0,13.016,9.364,3.651,52.0,76.0,0.0,505.0,822.0,119.0,0.0,34924.0,118.0,145.0,-9.0,158.0,317.0,123.0,0.0,379.0,505.0,136.0,0.0,679.0,1062.0,34.0,-11.0,1681.0,1062.0,58.0,3.0,775.0,256.0,87.0,-16.0,2696.0,670.0,0.138,0.048,-0.007,0.07,0.25,57.70%,53.33%,55.41%,70.906,28.49
0.41,302.0,54.42%,62.02%,-0.32,54.69%,72.09%,Tyson Alexander,33408,3.06,4.07,4.63,1.733,34.55%,1.586,119.0,7.0,805.0,174.0,30.0,2.0,948.0,547.0,40.0,6.0,1399.0,49.0,23.0,162.0,-1.0,3688.0,50.543,52.0,98.0,-1.0,69.0,121.0,121.0,-1.0,29.0,59.0,122.0,1.0,194.0,335.0,137.0,-1.0,-13.595,44.0,86.0,0.0,1.176,44.0,167.0,-1.0,-24.788,44.0,112.0,-1.0,20.0,49.0,21.0,0.0,20.149,44.0,144.0,-1.0,-17.058,-37.209,20.149,44.0,159.0,-1.0,369.0,678.0,65.0,2.0,29593.0,98.0,55.0,7.0,169.0,309.0,171.0,-1.0,266.0,369.0,166.0,0.0,547.0,882.0,40.0,6.0,1399.0,882.0,99.0,0.0,661.0,216.0,157.0,1.0,2222.0,546.0,-0.309,0.027,-0.563,0.458,-0.388,57.91%,57.02%,49.15%,71.895,28.55
0.38,294.5,61.30%,66.93%,-0.27,54.42%,72.91%,Ben Martin,33413,2.99,4.02,4.63,1.765,28.46%,1.604,119.0,7.0,732.0,158.0,103.0,2.0,893.0,506.0,84.0,1.0,1213.0,42.0,22.0,105.0,-1.0,3233.0,40.412,46.0,17.0,-1.0,65.0,100.0,115.0,-1.0,17.0,34.0,79.0,6.0,151.0,250.0,23.0,0.0,14.337,33.0,151.0,-1.0,-8.428,33.0,114.0,0.0,-2.137,33.0,141.0,-3.0,16.0,42.0,97.0,0.0,0.306,33.0,90.0,0.0,4.094,3.786,0.306,33.0,78.0,1.0,358.0,584.0,128.0,0.0,24735.0,84.0,58.0,9.0,123.0,226.0,162.0,-2.0,261.0,358.0,58.0,2.0,506.0,756.0,82.0,1.0,1213.0,756.0,12.0,-1.0,563.0,188.0,87.0,2.0,1938.0,482.0,0.434,-0.255,-0.065,0.009,0.124,60.40%,65.00%,50.00%,71.161,28.88
0.43,307.2,56.09%,64.81%,-0.31,52.58%,78.28%,Justin Thomas,33448,3.01,4.02,4.54,1.746,32.72%,1.596,43.0,-14.0,826.0,182.0,48.0,15.0,1039.0,595.0,60.0,1.0,1465.0,51.0,23.0,20.0,5.0,3847.0,19.476,55.0,9.0,-1.0,49.0,73.0,158.0,-1.0,21.0,49.0,82.0,-15.0,194.0,323.0,16.0,0.0,22.743,44.0,5.0,0.0,19.112,44.0,65.0,0.0,7.087,44.0,101.0,1.0,22.0,51.0,155.0,-1.0,-17.537,44.0,34.0,0.0,31.401,48.939,-17.537,44.0,144.0,0.0,396.0,706.0,31.0,0.0,31332.0,102.0,89.0,-26.0,163.0,310.0,51.0,11.0,310.0,396.0,120.0,-3.0,595.0,918.0,60.0,1.0,1465.0,918.0,35.0,1.0,687.0,228.0,87.0,-16.0,2334.0,580.0,0.517,0.434,0.161,-0.399,0.714,60.06%,67.12%,42.86%,70.3,28.73
0.58,291.1,62.73%,67.08%,-0.26,52.20%,79.42%,Roger Sloan,33486,3.05,4.01,4.64,1.776,29.11%,1.618,133.0,12.0,715.0,154.0,133.0,1.0,858.0,483.0,122.0,-1.0,1165.0,40.0,21.0,157.0,-1.0,3029.0,54.39,43.0,40.0,-1.0,65.0,105.0,84.0,-1.0,17.0,32.0,35.0,0.0,150.0,237.0,100.0,-1.0,0.632,33.0,21.0,0.0,10.036,33.0,162.0,-1.0,-15.67,33.0,29.0,4.0,23.0,40.0,62.0,0.0,5.638,33.0,105.0,-1.0,0.638,-5.0,5.638,33.0,58.0,1.0,345.0,550.0,153.0,-2.0,23291.0,80.0,98.0,3.0,107.0,205.0,28.0,0.0,274.0,345.0,54.0,1.0,483.0,720.0,121.0,-2.0,1165.0,720.0,82.0,6.0,556.0,182.0,64.0,7.0,1758.0,438.0,0.019,0.304,-0.475,0.171,0.019,63.29%,61.90%,53.13%,71.707,29.13
0.35,301.0,60.08%,64.04%,-0.32,50.16%,73.25%,Thomas Detry,33653,2.98,4.03,4.58,1.729,34.35%,1.567,79.0,7.0,879.0,192.0,20.0,1.0,1136.0,657.0,16.0,0.0,1608.0,57.0,23.0,34.0,-3.0,4193.0,34.112,60.0,95.0,-1.0,75.0,131.0,114.0,-1.0,37.0,73.0,67.0,6.0,225.0,369.0,121.0,-1.0,-6.544,55.0,149.0,-1.0,-13.023,55.0,72.0,0.0,7.917,55.0,153.0,-1.0,20.0,57.0,6.0,0.0,33.538,55.0,59.0,0.0,21.904,-11.632,33.538,55.0,100.0,3.0,471.0,784.0,73.0,2.0,34317.0,114.0,140.0,2.0,157.0,313.0,155.0,-1.0,345.0,471.0,134.0,4.0,657.0,1026.0,16.0,0.0,1608.0,1026.0,7.0,0.0,757.0,254.0,105.0,5.0,2557.0,634.0,-0.119,-0.237,0.144,0.61,0.398,60.98%,57.25%,50.68%,70.452,28.21
0.57,314.3,54.64%,67.99%,-0.33,54.86%,80.54%,Byeong Hun An,33948,3.02,4.02,4.54,1.735,35.41%,1.601,43.0,11.0,936.0,206.0,33.0,8.0,1338.0,771.0,78.0,16.0,1816.0,63.0,24.0,40.0,11.0,4414.0,29.772,63.0,134.0,-1.0,51.0,94.0,54.0,-1.0,25.0,44.0,138.0,3.0,207.0,363.0,54.0,-1.0,15.332,54.0,103.0,0.0,-1.292,54.0,18.0,0.0,23.186,54.0,33.0,-6.0,36.0,63.0,112.0,-1.0,-3.021,54.0,39.0,0.0,34.204,37.225,-3.021,54.0,157.0,-3.0,483.0,884.0,4.0,1.0,39600.0,126.0,54.0,-13.0,220.0,401.0,10.0,-5.0,389.0,483.0,39.0,-14.0,771.0,1134.0,75.0,15.0,1816.0,1134.0,44.0,6.0,754.0,250.0,87.0,-16.0,2724.0,678.0,0.284,-0.024,0.429,-0.056,0.633,57.02%,54.26%,56.82%,70.536,28.83
0.43,301.5,54.91%,63.41%,-0.3,52.28%,72.91%,Thorbjørn Olesen,33968,3.01,4.09,4.6,1.747,32.95%,1.605,101.0,-22.0,690.0,150.0,52.0,11.0,917.0,525.0,87.0,-6.0,1329.0,46.0,23.0,84.0,7.0,3251.0,14.123,46.0,37.0,-1.0,57.0,92.0,131.0,-1.0,17.0,35.0,147.0,-18.0,171.0,303.0,111.0,-1.0,-1.859,38.0,41.0,0.0,8.268,38.0,154.0,-1.0,-13.44,38.0,101.0,37.0,20.0,46.0,38.0,0.0,12.236,38.0,88.0,0.0,5.206,-7.03,12.236,38.0,152.0,3.0,347.0,632.0,68.0,-3.0,27741.0,92.0,95.0,-18.0,149.0,285.0,162.0,1.0,253.0,347.0,147.0,-8.0,525.0,828.0,87.0,-7.0,1329.0,828.0,35.0,26.0,590.0,196.0,166.0,-8.0,1971.0,482.0,-0.049,0.218,-0.354,0.322,0.137,56.44%,61.96%,48.57%,70.981,28.89
0.34,306.0,62.83%,66.06%,-0.32,53.75%,76.02%,Jordan Spieth,34046,3.09,3.99,4.64,1.714,33.86%,1.589,133.0,-7.0,942.0,203.0,6.0,1.0,1304.0,761.0,43.0,9.0,1830.0,64.0,23.0,55.0,5.0,4497.0,28.672,64.0,76.0,-1.0,73.0,125.0,130.0,-1.0,35.0,72.0,167.0,-9.0,213.0,391.0,117.0,-1.0,-4.846,57.0,80.0,0.0,2.797,57.0,15.0,0.0,28.6,57.0,158.0,-15.0,22.0,64.0,84.0,0.0,3.551,57.0,44.0,0.0,30.101,26.549,3.551,57.0,56.0,2.0,563.0,896.0,36.0,-2.0,39172.0,128.0,69.0,-15.0,179.0,333.0,97.0,-1.0,428.0,563.0,88.0,-24.0,761.0,1152.0,46.0,6.0,1830.0,1152.0,130.0,-7.0,792.0,256.0,24.0,-7.0,2763.0,693.0,-0.085,0.049,0.502,0.062,0.528,54.48%,58.40%,48.61%,70.714,28.59
0.55,292.9,65.26%,70.59%,-0.25,55.36%,78.33%,Joel Dahmen,34076,3.06,4.0,4.61,1.788,28.77%,1.648,109.0,2.0,922.0,200.0,149.0,0.0,1318.0,737.0,164.0,-1.0,1720.0,58.0,24.0,113.0,1.0,4278.0,68.761,61.0,128.0,-1.0,57.0,104.0,112.0,-1.0,31.0,61.0,75.0,5.0,186.0,307.0,19.0,0.0,22.255,49.0,143.0,-1.0,-9.336,49.0,33.0,0.0,17.199,49.0,43.0,1.0,32.0,58.0,168.0,-1.0,-26.846,49.0,97.0,0.0,3.287,30.133,-26.846,49.0,30.0,-1.0,526.0,806.0,142.0,-1.0,33977.0,116.0,42.0,4.0,155.0,280.0,48.0,0.0,412.0,526.0,8.0,1.0,737.0,1044.0,164.0,-1.0,1720.0,1044.0,99.0,0.0,764.0,250.0,45.0,5.0,2592.0,648.0,0.454,-0.191,0.351,-0.548,0.067,60.59%,54.81%,50.82%,71.258,29.66
0.21,288.4,69.35%,64.66%,-0.3,51.33%,73.45%,Russell Henley,34098,3.01,3.99,4.63,1.724,31.41%,1.556,119.0,1.0,907.0,196.0,11.0,-1.0,1224.0,710.0,10.0,-2.0,1708.0,61.0,22.0,15.0,15.0,4268.0,15.435,61.0,33.0,-1.0,65.0,104.0,2.0,0.0,49.0,70.0,16.0,10.0,251.0,388.0,30.0,0.0,19.722,52.0,23.0,0.0,14.887,52.0,105.0,0.0,-0.991,52.0,177.0,-2.0,13.0,61.0,34.0,0.0,17.426,52.0,16.0,0.0,51.044,33.618,17.426,52.0,9.0,1.0,595.0,858.0,163.0,-1.0,35184.0,122.0,114.0,9.0,135.0,263.0,152.0,3.0,437.0,595.0,123.0,13.0,710.0,1098.0,10.0,-2.0,1708.0,1098.0,35.0,1.0,722.0,240.0,24.0,11.0,2639.0,662.0,0.379,0.286,-0.019,0.335,0.982,64.69%,62.50%,70.00%,70.22,28.0
0.42,299.0,64.08%,64.17%,-0.3,47.26%,74.47%,Harris English,34099,3.02,4.03,4.63,1.749,31.49%,1.581,119.0,-22.0,1018.0,220.0,58.0,1.0,1394.0,797.0,31.0,13.0,1964.0,69.0,23.0,57.0,-2.0,4855.0,25.892,69.0,49.0,-1.0,70.0,115.0,48.0,0.0,40.0,70.0,47.0,-1.0,277.0,445.0,129.0,-1.0,-13.754,59.0,93.0,0.0,-0.006,59.0,69.0,0.0,9.158,59.0,109.0,-7.0,29.0,69.0,14.0,0.0,32.473,59.0,49.0,0.0,27.884,-4.59,32.473,59.0,44.0,-5.0,619.0,966.0,91.0,-8.0,41265.0,138.0,168.0,-2.0,164.0,347.0,135.0,-14.0,461.0,619.0,132.0,-13.0,797.0,1242.0,29.0,13.0,1964.0,1242.0,44.0,6.0,834.0,276.0,105.0,-16.0,3003.0,746.0,-0.233,0.0,0.155,0.55,0.473,62.25%,60.87%,57.14%,70.738,28.46
0.53,303.5,63.72%,62.43%,-0.32,49.22%,73.75%,Grayson Murray,34213,3.13,4.05,4.53,1.745,34.66%,1.583,35.0,9.0,625.0,138.0,47.0,8.0,745.0,427.0,36.0,3.0,1083.0,38.0,22.0,130.0,-2.0,2903.0,23.341,41.0,177.0,-1.0,31.0,72.0,21.0,0.0,29.0,47.0,135.0,3.0,147.0,257.0,85.0,-1.0,2.877,33.0,77.0,0.0,1.913,33.0,57.0,0.0,6.552,33.0,48.0,2.0,20.0,38.0,108.0,-1.0,-1.268,33.0,70.0,0.0,10.085,11.354,-1.268,33.0,48.0,-1.0,339.0,532.0,51.0,0.0,23064.0,76.0,154.0,4.0,95.0,193.0,146.0,-1.0,250.0,339.0,162.0,0.0,427.0,684.0,34.0,3.0,1083.0,684.0,166.0,0.0,514.0,164.0,140.0,1.0,1764.0,436.0,0.087,0.058,0.199,-0.038,0.306,57.20%,43.06%,61.70%,71.374,28.5
0.69,309.4,52.37%,67.84%,-0.26,57.48%,81.07%,Joseph Bramlett,34255,3.09,4.01,4.58,1.797,29.81%,1.642,79.0,7.0,815.0,178.0,154.0,1.0,1141.0,635.0,159.0,-1.0,1537.0,52.0,25.0,83.0,1.0,3858.0,45.827,55.0,161.0,-1.0,55.0,106.0,48.0,0.0,28.0,49.0,52.0,4.0,186.0,301.0,108.0,-1.0,-0.814,49.0,61.0,0.0,6.451,49.0,50.0,0.0,12.075,49.0,11.0,1.0,36.0,52.0,131.0,-1.0,-8.822,49.0,83.0,0.0,8.891,17.712,-8.822,49.0,168.0,0.0,375.0,716.0,20.0,1.0,32174.0,104.0,23.0,3.0,196.0,341.0,7.0,1.0,304.0,375.0,44.0,2.0,635.0,936.0,158.0,-1.0,1537.0,936.0,130.0,3.0,717.0,232.0,64.0,7.0,2326.0,580.0,-0.017,0.132,0.246,-0.18,0.181,61.79%,51.89%,57.14%,70.979,29.56
0.37,281.6,65.66%,66.18%,-0.27,53.28%,75.57%,Andrew Putnam,34256,3.09,3.96,4.7,1.753,29.31%,1.582,166.0,3.0,949.0,202.0,72.0,1.0,1190.0,679.0,33.0,1.0,1623.0,57.0,23.0,108.0,1.0,4282.0,63.278,61.0,143.0,-1.0,51.0,95.0,43.0,0.0,42.0,72.0,26.0,4.0,222.0,347.0,95.0,-1.0,1.939,56.0,35.0,0.0,13.363,56.0,170.0,-1.0,-31.808,56.0,144.0,-1.0,21.0,57.0,31.0,0.0,19.904,56.0,99.0,0.0,3.41,-16.495,19.904,56.0,26.0,1.0,524.0,798.0,175.0,-1.0,32099.0,114.0,75.0,6.0,146.0,274.0,106.0,3.0,396.0,524.0,80.0,10.0,679.0,1026.0,33.0,1.0,1623.0,1026.0,130.0,3.0,754.0,244.0,3.0,0.0,2579.0,652.0,0.035,0.239,-0.568,0.355,0.061,63.98%,53.68%,58.33%,71.234,28.47
0.24,276.1,65.90%,60.23%,-0.26,40.45%,72.97%,Alexander Björk,34310,3.06,4.05,4.65,1.765,27.43%,1.58,147.0,-21.0,660.0,142.0,103.0,-1.0,727.0,412.0,28.0,-4.0,1081.0,38.0,25.0,127.0,-14.0,2968.0,28.976,42.0,12.0,-1.0,59.0,90.0,48.0,0.0,36.0,63.0,43.0,-22.0,170.0,272.0,128.0,-1.0,-7.051,35.0,155.0,-1.0,-9.323,35.0,169.0,-1.0,-19.76,35.0,174.0,-1.0,9.0,38.0,8.0,0.0,21.192,35.0,145.0,-1.0,-14.942,-36.135,21.192,35.0,25.0,-2.0,344.0,522.0,178.0,-1.0,20984.0,76.0,178.0,-1.0,72.0,178.0,160.0,-19.0,251.0,344.0,177.0,-9.0,412.0,684.0,27.0,-4.0,1081.0,684.0,99.0,-26.0,544.0,178.0,140.0,-30.0,1764.0,436.0,-0.201,-0.266,-0.565,0.605,-0.427,62.50%,65.56%,57.14%,71.357,28.45
0.51,302.1,53.26%,63.53%,-0.24,49.80%,72.73%,Erik Barnes,34374,3.11,4.05,4.69,1.803,27.80%,1.605,161.0,3.0,685.0,146.0,163.0,-1.0,804.0,446.0,90.0,-1.0,1127.0,39.0,23.0,170.0,0.0,3057.0,51.107,43.0,123.0,-1.0,59.0,106.0,102.0,-1.0,18.0,35.0,124.0,2.0,148.0,256.0,160.0,0.0,-14.003,34.0,104.0,0.0,-1.08,34.0,178.0,-1.0,-37.37,34.0,58.0,0.0,20.0,39.0,128.0,-1.0,-5.914,34.0,174.0,-1.0,-58.364,-52.451,-5.914,34.0,165.0,-1.0,286.0,537.0,64.0,1.0,23260.0,77.0,147.0,0.0,125.0,251.0,164.0,-2.0,208.0,286.0,144.0,4.0,446.0,702.0,87.0,1.0,1127.0,702.0,155.0,0.0,563.0,181.0,140.0,1.0,1809.0,447.0,-0.412,-0.032,-1.099,-0.174,-1.717,57.81%,55.66%,51.43%,72.282,28.9
